Hirdetéskod,Cím,Leírás,URL,Vételár,Egyéb költségek,Fizetendő magyarországi forgalomba helyezés esetén,Okmányok jellege,Szín,Állapot,Műszaki vizsga érvényes,Helyszín,Évjárat,Kilométeróra állása,Üzemanyag,Hajtás,Hengerűrtartalom,Teljesítmény,Sebességváltó fajtája,Klíma fajtája,Téli gumi méret,Nyári gumi méret,Saját tömeg,Felszereltség,Kivitel
9204070,OPEL ASTRA H 1.7 CDTI Enjoy,"Japán motoros gépjármű, kettőstömegű lendkerék cserélve. Átlagfogyasztás 5.5 L/Km. A fényezésen apróbb karcok, hibák vannak. Az autó 2013 óta van a tulajdonomban, 90% -ban autópályán van használva",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_enjoy-9204070,1500000,"","",Érvényes magyar okmányokkal,Fekete,Normál,2020/12,,2006,282000,Dízel,Első kerék,1 686 cm³,101,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 290 kg,"tolatóradar, ABS (blokkolásgátló), rablásgátló, indításgátló (immobiliser), centrálzár, szervokormány, tempomat, ülésmagasság állítás, középső kartámasz, hűthető kesztyűtartó, multifunkciós kormánykerék, állítható combtámasz, deréktámasz, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, sebességváltó zár, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, vonóhorog, CD-s autórádió, MP3 lejátszás, 2 DIN",Kombi
14732259,OPEL ASTRA H 1.6 Cosmo,"Az autón vezérműszíj, és mind a négy rugó cserélve van. Felnire szerelt 1 szezont futott (kb. 3000 km) Continental téli gumi szett dísztárcsával jár hozzá.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_cosmo-14732259,1520000,"","",Érvényes magyar okmányokkal,Világosszürke,Megkímélt,2020/5,,2008,154000,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,"",195/65 R 15,205/55 R 16,1 195 kg,"dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, ISOFIX rendszer, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, ABS (blokkolásgátló), centrálzár, rádió, CD-s autórádió, MP3 lejátszás",Ferdehátú
14578246,OPEL ASTRA H Caravan 1.4 Essentia,"TOVÁBBI INFORMÁCIÓK ÉS FOTÓK A FACEBOOK OLDALUNKON (Xtremauto). LEHETŐSÉGET ÉS SEGÍTSÉGET NYÚJTUNK FÜGGETLEN SZERVIZES ÁTVIZSGÁLÁSRA. TÖREKSZÜNK ARRA HOGY A KÜLFÖLDRŐL SZÁRMAZÓ AUTÓINK KILÓMÉTERÓRA ÁLLÁSÁT IS TUDJUK IGAZOLNI. AUTÓ ADÁS-VÉTEL, -BESZÁMÍTÁS, -FELVÁSÁRLÁS KÉSZPÉNZÉRT. HITELÜGYINTÉZÉS HELYBEN, BIZTOSÍTÁSKÖTÉS, TELJES KÖRŰ ÜGYINTÉZÉS. NYITVA TARTÁS: H-P 8-17 SZOMBAT 8-12 VASÁRNAP ZÁRVA! GÉPJÁRMŰVEINK NYITVATARTÁSI IDŐN TÚL IS MEGTEKINTHETŐK ELŐZETES TELEFONOS EGYEZTETÉS UTÁN.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_4_essentia-14578246,1529000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Újszerű,2020/5,,2008,127520,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 280 kg,"dönthető utasülések, ülésmagasság állítás, hűthető kesztyűtartó, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fényszóró magasságállítás, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, vonóhorog, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, CD-s autórádió",Kombi
14829204,OPEL ASTRA H 1.4 Essentia,2010.12.havi opel astra eledó rozsdamentes rarosszériával szép belsővel jó motorral,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_essentia-14829204,1530000,"","",Érvényes magyar okmányokkal,"",Újszerű,2020/11,,2010,187000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 230 kg,"ülésmagasság állítás, csomag rögzítő, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, sebességváltó zár, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, színezett üveg, ABS (blokkolásgátló), ESP (menetstabilizátor), centrálzár, szervokormány, CD-s autórádió, kihangosító, 6 hangszóró",Ferdehátú
14671319,OPEL ASTRA H 1.9 CDTI GTC Cosmo,"Eladó a címben szereplő kifogástalan állapotban lévő autóm. A kocsi frissen szervizelt. Egyedi megjelenés. Bármerre járok vele vonzza a tekintetet. Többet nem írnék, a képek önmagukért beszélnek. Cserét esetleg meghallgatok.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_9_cdti_gtc_cosmo-14671319,1530000,"","",Érvényes magyar okmányokkal,"",Normál,"",,2005,160000,Dízel,Első kerék,1 910 cm³,150,Manuális (6 fokozatú) sebességváltó,Automata klíma,"",205/55 R 16,1 330 kg,"pótkerék, fűthető szélvédő, ködlámpa, xenon fényszóró, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, vonóhorog, hűthető kesztyűtartó, multifunkciós kormánykerék, bőr-szövet huzat, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, sportülések, ABS (blokkolásgátló), ADS (adaptív lengéscsillapító), centrálzár, szervokormány, tempomat, CD-s autórádió, 6 hangszóró",Ferdehátú
14802113,OPEL ASTRA H TT 1.6 Enjoy,"Szép állapotban van korához képest. Alvázvédelemmel a rozsdásodások ki lettek javítva. Jó állapotú (70%) nyári gumikkal. Fékbetétekben, féktárcsákban kb. 8000 km van. 8000 km-rel ezelőtt volt olaj, gyertya és szűrő cserélve. 2018 októberében lett a tetőre 90.000.-Ft költve (négy fogaskerék, két főkábel csere). A téli gumi felnin van, de kopott. Egy kulcs van hozzá.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_tt_1_6_enjoy-14802113,1540000,"","",Érvényes magyar okmányokkal,Sötétkék,Normál,2020/8,,2006,138000,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Manuális klíma,205/55 R 16,225/45 R 17,1 440 kg,"ülésmagasság állítás, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, pótkerék, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), centrálzár, szervokormány, tempomat, sportfutómű, CD-s autórádió, 5 hangszóró",Cabrio
14255018,OPEL ASTRA H Caravan 1.6 Cosmo TEMPOMAT!KLÍMA!KITŰNŐ ÁLLAPOT!,"COSMO FELSZERELTSÉG! ELSŐ GONDOS TULAJDONOSTÓL! SÉRÜLÉSMENTES KITŰNŐ ÁLLAPOTBAN! VÉGIG VEZETETT SZERVIZKÖNYV! LEINFORMÁLHATÓ GARANTÁLT KILÓMÉTER! ÖSSZES GYÁRI KULCCSAL! MINDENFÉLE KÉNYELMI EXTRÁVAL: VEZETŐ-UTAS-OLDAL-FÜGGÖNY LÉGZSÁKOK, FÉLBŐR ÜLÉSEK, DIGITKLIMA, MULTIKORMÁNY, TEMPOMAT, RIASZTÓ, KÖZPONTIZÁR, CD-MP3 HIFI, SZINESÜVEG, 4 EL. ABLAK, EL. TÜKÖR, FEDÉLZETI KOMPUTER, POHÁRTARTÓ, OSZTVA DÖNTHETŐ HÁTSÓ ÜLÉSEK! GYÁRI OPEL ALUKERÉKKEL! GAZDASÁGOS FOGYASZTÁS 7 LITER/100 KILÓMÉTEREN! ÚJSZERŰ BELSŐ ÉS KARCMENTES KITŰNŐ KÜLSŐ ÁLLAPOT! AUTÓBESZÁMÍTÁS-HITEL LEHETSÉGES! ÁTÍRÁS-BIZTOSÍTÁS KÖTÉS- HITEL ÜGYINTÉZÉS-HELYBEN! MEGLEPETÉSEK HELYETT VÁSÁROLJON VALÓS KM FUTÁSÚ AUTÓT LEINFORMÁLHATÓ SZERVIZMÚLTTAL! TUDJON KÜLÖNBSÉGET TENNI ÉS NE CSAPJA BE ÖNMAGÁT A KECSEGTETŐEN MANIPULÁLT ÓRAÁLLÁSÚ SIRALMAS ESZTÉTIKAI ÉS RIZIKÓS MŰSZAKI ÁLLAPOTÚ AUTÓKKAL! FORDULJON HOZZÁNK BIZALOMMAL TELEFONON VAGY SZEMÉLYESEN! TEKINTSE MEG TELJES KINÁLATUNKAT A FUNKCIÓK/JÁRMÜVEK UGYANITT CIMÜ MENÜPONTBAN. Tóci Car Autópark",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_6_cosmo_tempomatklimakituno_allapot-14255018,1548000,"","",Érvényes magyar okmányokkal,Világosszürke (metál),Sérülésmentes,2020/7,,2008,214400,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 280 kg,"állítható hátsó ülések, dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fűthető szélvédő, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, tempomat, CD-s autórádió, MP3 lejátszás, 6 hangszóró, HIFI",Kombi
14782022,OPEL ASTRA H Caravan 1.8 Enjoy (Automata) Tető ablak,"Eladó ez a megkímélt, valóban autómata (nem easy tronic) váltós, 140 LE-s Astra. Gazdagon felszerelt, tempomat, elektromos üvegtető, vonóhorog, sport fokozat, téli üzemmód, igazolt kilométer.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_8_enjoy_automata_teto_ablak-14782022,1549000,"","",Érvényes magyar okmányokkal,"",Normál,2021/9,,2007,175000,Benzin,Első kerék,1 796 cm³,140,Automata (4 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), szervokormány, tempomat, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, könnyűfém felni, vonóhorog, elektromos tolótető, CD-s autórádió",Kombi
14781272,OPEL ASTRA H 2.0 T GTC Cosmo,"Svájcból lett behozva, egy élményautó. Kategória váltás miatt vált eladóvá.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_2_0_t_gtc_cosmo-14781272,1549000,"","",Érvényes magyar okmányokkal,Fekete (metál),Normál,"",,2005,311200,Benzin,Első kerék,1 998 cm³,200,Manuális (6 fokozatú) sebességváltó,"","",205/55 R 16,1 290 kg,"dönthető utasülések, ülésmagasság állítás, hűthető kesztyűtartó, multifunkciós kormánykerék, deréktámasz, függönylégzsák, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, sportülések, pótkerék, fűthető szélvédő, ködlámpa, xenon fényszóró, kanyarkövető fényszóró, fényszórómosó, elektromos ablak elöl, fűthető tükör, könnyűfém felni, színezett üveg, elektronikus futómű hangolás, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), ADS (adaptív lengéscsillapító), guminyomás-ellenőrző rendszer, indításgátló (immobiliser), centrálzár, riasztó, szervokormány, tempomat, állítható felfüggesztés, EDC (elektronikus lengéscsillapítás vezérlés), sportfutómű, CD-s autórádió, 6 hangszóró",Ferdehátú
14744706,OPEL ASTRA H 1.6 GTC Enjoy GYÁRI ALUFELNI!!,"FRISS MŰSZAKIVAL! 1989-es születésű első tulajdonostól, Gyári kulcsok (2), NÁLUNK AKÁR 1 ÉV GARANCIÁVAL (MAPFRE) VÁSÁROLHATJA MEG HASZNÁLT GÉPJÁRMŰVÉT, TELJESKÖRŰ HITELÜGYINTÉZÉS ÉS KEDVEZŐ KGFB KÖTÉS! KÍNÁLATUNK A Járművek ugyanitt MENÜPONT ALATT TALÁLHATÓ! Nyitvatartásunk: H-P 08.00-17.00-ig, Sz. 09.00-13.00-ig. gps: 46.881650, 19.704500E TELEFONSZÁMAINK: , +36-20/233-13-45, +36-20/342-55-83, +36-20/427-55-87, +36-30/549-11-15, Telephelyünk a BMW márkaképviselettel szemben található!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_gtc_enjoy_gyari_alufelni-14744706,1549000,"","",Érvényes magyar okmányokkal,Fekete (metál),Normál,"",,2008,137927,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Manuális klíma,205/55 R 16,"",1 210 kg,"ülésmagasság állítás, multifunkciós kormánykerék, függönylégzsák, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, CD-s autórádió",Ferdehátú
14699740,OPEL ASTRA H 1.6 Enjoy,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_enjoy-14699740,1549000,"","",Érvényes magyar okmányokkal,Fekete (metál),Kitűnő,"",,2008,223,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 230 kg,"fűthető ülés, ülésmagasság állítás, multifunkciós kormánykerék, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, sportülések, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, CD-s autórádió",Ferdehátú
14647882,OPEL ASTRA H 1.4 Enjoy GYÁRI FÉNY.KLÍMA !,"KITŰNŐ SZERKEZETI ÉS ESZTÉTIKAI ÁLLAPOT, RENDSZERESEN KARBANTARTOTT, 2 DB GYÁRI KULCS, JÉGHIDEG KLÍMA, FRISS MŰSZAKI VIZSGÁVAL KERÜL ÁTADÁSRA, GYÁRI FÉNYEZÉS, ROZSDAMENTES KAROSSZÉRIA, KULTURÁLT TISZTA UTASTÉR, TELJES KÖRŰ ÜGYINTÉZÉS: OKMÁNYIRODA, BIZTOSÍTÁS KÖTÉS, HELYSZÍNEN EREDETISÉG VIZSGÁLAT, KEDVEZŐ FORINT ALAPÚ FINANSZÍROZÁSI LEHETŐSÉG.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy_gyari_feny_klima-14647882,1549000,"","",Érvényes magyar okmányokkal,Fekete (metál),Megkímélt,"",,2008,156507,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 230 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, függönylégzsák, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, 8 hangszóró, HIFI",Ferdehátú
14413538,OPEL ASTRA H 1.6 Elegance kevés km. 1 tulaj. ülésfűtés,"Kiváló állapot, magas felszereltség. KÉRJÜK TISZTELT ÜGYFELEINKET HOGY ÉRKEZÉSÜKET TELEFONON EGGYEZTESSÉK! A FENTI TÁJÉKOZTATÁS NEM MINŐSÜL A PTK 2013 ÉVI V. TÖRVÉNY SZERINTI AJÁNLATNAK. KÉRJÜK SZEMÉLYESEN IS ELLENŐRIZZE A HIRDETÉSBEN SZEREPLŐ INFORMÁCIÓKAT.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_elegance_keves_km_1_tulaj_ulesfutes-14413538,1549000,"","",Érvényes magyar okmányokkal,Óceánkék (metál),Kitűnő,2021/9,,2007,120000,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 190 kg,"dönthető utasülések, fűthető ülés, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, függönylégzsák, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, színezett üveg, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, CD-s autórádió, 6 hangszóró",Ferdehátú
14809692,OPEL ASTRA H 1.9 CDTI Enjoy,"Magánszemélytől eladó! Frissen szervizelt: olaj, összes szűrő kicserélve 145.000km-nél. Megtekinthető bármikor előzetes egyeztetés alapján.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_9_cdti_enjoy-14809692,1550000,"","",Érvényes magyar okmányokkal,Fekete,Normál,"",,2008,147000,Dízel,Első kerék,1 910 cm³,120,Manuális (6 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 230 kg,"ülésmagasság állítás, középső kartámasz, automatikusan sötétedő belső tükör, hátsó oldal légzsák, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, tempomat, esőszenzor, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, könnyűfém felni, vonóhorog, CD-s autórádió, AUX csatlakozó, 6 hangszóró",Ferdehátú
14795809,OPEL ASTRA H 1.9 CDTI GTC Sport GTC OPC LINE,"CSAK ADDIG ENNYI AZ ÁRA AMEDDIG MEGVAN A KISZEMELT! Eladó szeretett H astrám. Az autó garázsban tartott szép állapotban van. Nemrég esett át egy nagyobb szervizen olajcsere, kettőstömegü, kinyomócsapágy, kuplung, jeladók, és kapott uj vezérlést! mindenböl a legjobbat kapta. számlával tudom igazolni. van alatta egy 60-as nyitott rendszer (szép hang). az autot bármikor megtudják nézni. telefonon egész nap elérhető vagyok. KERESKEDŐK KÉREM NE KERESSENEK!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_9_cdti_gtc_sport_gtc_opc_line-14795809,1550000,"","",Érvényes magyar okmányokkal,Kék,Megkímélt,2021/6,,2007,142000,Dízel,Első kerék,1 910 cm³,120,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",225/40 R 18,1 210 kg,"ülésmagasság állítás, függönylégzsák, állítható kormány, fedélzeti komputer, pótkerék, elektromos ablak elöl, elektromos ablak hátul, színezett üveg, centrálzár, riasztó, szervokormány, tempomat",Ferdehátú
14662353,OPEL ASTRA H 2.0 T Sport Friss Műszakival,Opel Astra 2.0T. Szép állapotban eladó. Saját részre behozott de családi okok miatt eladóvá vált. Kevés kilóméterrel. Uj fékek elöl és hátul. Új gumik. 18voll alufelni. Xenon lámpa. Sport mód gyári mód 170 lo sport mód 225 loerő. Hibátlan beltér. Nem mai autó kisseb hibák vannak arjta de nem szembetűnő. Az autó németországból származik. Rendezett papirokkal. Azonnal elvihető. Napi használatban.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_2_0_t_sport_friss_muszakival-14662353,1550000,"","",Érvényes magyar okmányokkal,"",Sérülésmentes,2021/8,,2005,140000,Benzin,Első kerék,1 998 cm³,170,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 310 kg,"ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), ADS (adaptív lengéscsillapító), tempomat, chiptuning, állítható felfüggesztés, EDC (elektronikus lengéscsillapítás vezérlés), sebességfüggő szervókormány, sportfutómű, ködlámpa, xenon fényszóró, fényszóró magasságállítás, fényszórómosó, elektromos ablak elöl, könnyűfém felni, vonóhorog, állítható kormány, fedélzeti komputer, CD-s autórádió, autótelefon",Ferdehátú
14542760,OPEL ASTRA H 1.9 CDTI Optima,"Eladóvá vált a fenti opel. Műszakilag és esztétikailag jó állapotban van, folyamatosan szervízelt, mindennapos használatban lévő autó, nagyon jó felszereltséggel.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_9_cdti_optima-14542760,1550000,"","",Érvényes magyar okmányokkal,Fekete (metál),Normál,2020/12,,2007,191000,Dízel,Első kerék,1 910 cm³,150,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 365 kg,"bőr belső, dönthető utasülések, fűthető ülés, ülésmagasság állítás, automatikusan sötétedő belső tükör, hűthető kesztyűtartó, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, sportülések, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), GPS nyomkövető, centrálzár, szervokormány, tempomat, részecskeszűrő, állítható felfüggesztés, sportfutómű, ködlámpa, esőszenzor, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, defektjavító készlet, rádió, GPS (navigáció), MP3 lejátszás",Ferdehátú
13936854,OPEL ASTRA H 1.3 CDTI Classic III Mo.-i.1 tulaj. Szervizkönyv. Klíma,"Magyarországi, 1 tulajdonos, végig vezetett szervizfüzet, összes gyári kulcs+dokumentáció. Kölcsönösen előnyös cserét beszámítunk!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_classic_iii_mo_-i_1_tulaj_szervizkonyv_klima-13936854,1550000,"","",Érvényes magyar okmányokkal,Fehér,Megkímélt,2020/10,,2010,122635,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 335 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, tolatóradar, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, CD-s autórádió, 4 hangszóró",Ferdehátú
14772880,OPEL ASTRA H Caravan 1.4 Essentia SPORT CARAVAN,"AZ AUTÓ A KÉPEKEN LÁTHATÓ SZÉP ÁLLAPOTBAN VAN, KÜLÖNLEGES SZÍNBEN, GARANTÁLT KM. FUTÁSSAL, SZERVIZKÖNYVVEL, ALUFELNIKKEL, AZ EGYSZERÜ 1.4-ES MOTORRAL, ELÉG SOK EXTRÁVAL ELADÓ. AZ ÁR TARTALMAZZA A MAGYARORSZÁGI FORGALOMBA HELYEZÉST. HÍVHAT HÉTVÉGÉN IS. Minőségi használt autók",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_4_essentia_sport_caravan-14772880,1555000,"","",Érvényes magyar okmányokkal,Világoszöld (metál),Kitűnő,2020,,2008,110000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",205/55 R 16,1 280 kg,"állítható hátsó ülések, fűthető ülés, ülésmagasság állítás, automatikusan sötétedő belső tükör, multifunkciós kormánykerék, függönylégzsák, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fűthető ablakmosó fúvókák, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, sebességfüggő szervókormány, CD-s autórádió, bluetooth-os kihangosító, AUX csatlakozó, MP3 lejátszás, HIFI",Kombi
14800176,OPEL ASTRA H Caravan 1.6 Enjoy 113.000 KM. TEMPOMAT,"Vezetett szervizkönyv, 2 db gyári kulcs, márkaszervizben bevizsgáltatható, leinformálható, szerviz számlákkal igazolt, valós kilométer futás, kifogástalan műszaki állapot. A kilométeróra állás valódiságra visszavásárlási GARANCIÁT vállalunk. Téli gumi garitura! Nyitva tartás: H-P: 9.00-17.00, Sz: 9.00-13.00, V: zárva",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_6_enjoy_113_000_km_tempomat-14800176,1555555,"","",Érvényes magyar okmányokkal,Szürke (metál),Normál,2020/6,,2007,113000,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Digitális klíma,195/65 R 15,205/55 R 16,1 280 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, függönylégzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), centrálzár, szervokormány, tempomat, ködlámpa, esőszenzor, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, CD-s autórádió, 6 hangszóró",Kombi
